530.037;-86.8961
264.308;-83.7662
175.432;-80.5843
130.79;-77.3241
103.864;-73.9591
85.8207;-70.4628
72.8805;-66.8091
63.1589;-62.973
55.6141;-58.9319
49.6261;-54.6672
44.8045;-50.1664
40.8932;-45.4261
37.7174;-40.4544
35.1543;-35.2739
33.1141;-29.9225
31.5281;-24.4533
30.3413;-18.9318
29.507;-13.4309
28.9838;-8.02407
28.7338;-2.77893
28.7221;2.24813
28.9165;7.01517
29.2875;11.4955
29.8088;15.6764
30.4571;19.5569
31.2121;23.1447
32.0565;26.4539
32.9756;29.5017
33.9569;32.3077
34.99;34.8917
36.0663;37.2732
37.1785;39.4706
38.3208;41.5013
39.488;43.381
40.6762;45.1242
41.8818;46.7438
43.102;48.2515
44.3344;49.6577
45.577;50.9718
46.8282;52.2021
48.0865;53.356
49.3508;54.4403
50.6201;55.4609
51.8936;56.4231
53.1704;57.3318
54.4502;58.1911
55.7322;59.005
57.0162;59.7771
58.3017;60.5103
59.5884;61.2076
60.8761;61.8716
62.1645;62.5046
63.4535;63.1087
64.7429;63.6859
66.0325;64.2379
67.3222;64.7665
68.6119;65.273
69.9016;65.7589
71.1912;66.2254
72.4805;66.6736
73.7697;67.1047
75.0585;67.5195
76.347;67.9191
77.6351;68.3042
78.9229;68.6757
80.2103;69.0343
81.4972;69.3806
82.7838;69.7152
84.0699;70.0389
85.3555;70.352
86.6407;70.6552
87.9255;70.9488
89.2098;71.2334
90.4937;71.5094
91.7771;71.7771
93.0601;72.037
94.3426;72.2893
95.6247;72.5345
96.9064;72.7728
98.1876;73.0044
99.4684;73.2298
100.749;73.4491
102.029;73.6626
103.308;73.8705
104.588;74.0731
105.866;74.2705
107.145;74.4629
108.423;74.6506
109.701;74.8337
110.978;75.0124
112.255;75.1868
113.532;75.3571
114.808;75.5235
116.084;75.686
117.359;75.8449
118.635;76.0002
119.91;76.152
121.185;76.3005
122.459;76.4458
123.733;76.588
125.007;76.7272
126.28;76.8635
127.554;76.9969
128.827;77.1276
130.099;77.2557
131.372;77.3812
132.644;77.5042
133.916;77.6248
135.188;77.743
136.459;77.859
137.731;77.9727
139.002;78.0843
140.273;78.1938
141.543;78.3013
142.814;78.4068
144.084;78.5104
145.354;78.6122
146.624;78.7121
147.893;78.8102
149.163;78.9067
150.432;79.0014
151.701;79.0946
152.97;79.1861
154.238;79.2761
155.507;79.3646
156.775;79.4517
158.043;79.5373
159.311;79.6215
160.579;79.7043
161.847;79.7858
163.114;79.866
164.382;79.945
165.649;80.0227
166.916;80.0992
168.183;80.1745
169.45;80.2487
170.717;80.3218
171.983;80.3937
173.25;80.4646
174.516;80.5344
175.782;80.6032
177.048;80.671
178.314;80.7378
179.58;80.8037
180.845;80.8686
182.111;80.9326
183.377;80.9957
184.642;81.0579
185.907;81.1193
187.172;81.1798
188.437;81.2395
189.702;81.2983
190.967;81.3564
192.232;81.4137
193.496;81.4702
194.761;81.526
196.025;81.5811
197.29;81.6354
198.554;81.6891
199.818;81.742
201.082;81.7943
202.346;81.8459
203.61;81.8968
204.874;81.9472
206.138;81.9969
207.401;82.0459
208.665;82.0944
209.928;82.1423
211.192;82.1896
212.455;82.2363
213.718;82.2825
214.982;82.3281
216.245;82.3732
217.508;82.4177
218.771;82.4618
220.034;82.5053
221.296;82.5483
222.559;82.5908
223.822;82.6329
225.085;82.6744
226.347;82.7155
227.61;82.7561
228.872;82.7963
230.135;82.836
231.397;82.8753
232.659;82.9142
233.921;82.9526
235.184;82.9906
236.446;83.0282
237.708;83.0654
238.97;83.1022
240.232;83.1386
241.494;83.1746
242.755;83.2103
244.017;83.2455
245.279;83.2805
246.541;83.315
247.802;83.3492
249.064;83.383
250.326;83.4165
251.587;83.4497
